Quarter,Country,Industry,Value,Variable
2003.75,Spain,"Agriculture, forestry and fishing",93.191,Gross Value Added
2004.0,Spain,"Agriculture, forestry and fishing",90.52,Gross Value Added
2004.25,Spain,"Agriculture, forestry and fishing",89.388,Gross Value Added
2004.5,Spain,"Agriculture, forestry and fishing",85.355,Gross Value Added
2004.75,Spain,"Agriculture, forestry and fishing",82.201,Gross Value Added
2005.0,Spain,"Agriculture, forestry and fishing",80.687,Gross Value Added
2005.25,Spain,"Agriculture, forestry and fishing",80.267,Gross Value Added
2005.5,Spain,"Agriculture, forestry and fishing",82.341,Gross Value Added
2005.75,Spain,"Agriculture, forestry and fishing",77.265,Gross Value Added
2006.0,Spain,"Agriculture, forestry and fishing",83.32,Gross Value Added
2006.25,Spain,"Agriculture, forestry and fishing",85.839,Gross Value Added
2006.5,Spain,"Agriculture, forestry and fishing",85.737,Gross Value Added
2006.75,Spain,"Agriculture, forestry and fishing",85.114,Gross Value Added
2007.0,Spain,"Agriculture, forestry and fishing",89.07,Gross Value Added
2007.25,Spain,"Agriculture, forestry and fishing",91.652,Gross Value Added
2007.5,Spain,"Agriculture, forestry and fishing",91.996,Gross Value Added
2007.75,Spain,"Agriculture, forestry and fishing",92.911,Gross Value Added
2008.0,Spain,"Agriculture, forestry and fishing",89.451,Gross Value Added
2008.25,Spain,"Agriculture, forestry and fishing",90.253,Gross Value Added
2008.5,Spain,"Agriculture, forestry and fishing",89.337,Gross Value Added
2008.75,Spain,"Agriculture, forestry and fishing",88.192,Gross Value Added
2009.0,Spain,"Agriculture, forestry and fishing",84.986,Gross Value Added
2009.25,Spain,"Agriculture, forestry and fishing",86.666,Gross Value Added
2009.5,Spain,"Agriculture, forestry and fishing",87.009,Gross Value Added
2009.75,Spain,"Agriculture, forestry and fishing",86.933,Gross Value Added
2010.0,Spain,"Agriculture, forestry and fishing",86.996,Gross Value Added
2010.25,Spain,"Agriculture, forestry and fishing",87.861,Gross Value Added
2010.5,Spain,"Agriculture, forestry and fishing",88.446,Gross Value Added
2010.75,Spain,"Agriculture, forestry and fishing",91.27,Gross Value Added
2011.0,Spain,"Agriculture, forestry and fishing",92.619,Gross Value Added
2011.25,Spain,"Agriculture, forestry and fishing",94.107,Gross Value Added
2011.5,Spain,"Agriculture, forestry and fishing",92.797,Gross Value Added
2011.75,Spain,"Agriculture, forestry and fishing",93.318,Gross Value Added
2012.0,Spain,"Agriculture, forestry and fishing",85.495,Gross Value Added
2012.25,Spain,"Agriculture, forestry and fishing",82.493,Gross Value Added
2012.5,Spain,"Agriculture, forestry and fishing",85.076,Gross Value Added
2012.75,Spain,"Agriculture, forestry and fishing",85.546,Gross Value Added
2013.0,Spain,"Agriculture, forestry and fishing",92.364,Gross Value Added
2013.25,Spain,"Agriculture, forestry and fishing",96.715,Gross Value Added
2013.5,Spain,"Agriculture, forestry and fishing",96.435,Gross Value Added
2013.75,Spain,"Agriculture, forestry and fishing",99.933,Gross Value Added
2014.0,Spain,"Agriculture, forestry and fishing",97.02,Gross Value Added
2014.25,Spain,"Agriculture, forestry and fishing",94.616,Gross Value Added
2014.5,Spain,"Agriculture, forestry and fishing",96.766,Gross Value Added
2014.75,Spain,"Agriculture, forestry and fishing",92.555,Gross Value Added
2015.0,Spain,"Agriculture, forestry and fishing",96.842,Gross Value Added
2015.25,Spain,"Agriculture, forestry and fishing",99.119,Gross Value Added
2015.5,Spain,"Agriculture, forestry and fishing",100.442,Gross Value Added
2015.75,Spain,"Agriculture, forestry and fishing",102.973,Gross Value Added
2016.0,Spain,"Agriculture, forestry and fishing",105.543,Gross Value Added
2016.25,Spain,"Agriculture, forestry and fishing",105.072,Gross Value Added
2016.5,Spain,"Agriculture, forestry and fishing",104.322,Gross Value Added
2016.75,Spain,"Agriculture, forestry and fishing",102.414,Gross Value Added
2017.0,Spain,"Agriculture, forestry and fishing",99.246,Gross Value Added
2017.25,Spain,"Agriculture, forestry and fishing",99.641,Gross Value Added
2017.5,Spain,"Agriculture, forestry and fishing",100.607,Gross Value Added
2017.75,Spain,"Agriculture, forestry and fishing",103.304,Gross Value Added
2018.0,Spain,"Agriculture, forestry and fishing",103.279,Gross Value Added
2018.25,Spain,"Agriculture, forestry and fishing",105.759,Gross Value Added
2018.5,Spain,"Agriculture, forestry and fishing",102.49,Gross Value Added
2018.75,Spain,"Agriculture, forestry and fishing",108.163,Gross Value Added
2019.0,Spain,"Agriculture, forestry and fishing",104.042,Gross Value Added
2019.25,Spain,"Agriculture, forestry and fishing",101.04,Gross Value Added
2019.5,Spain,"Agriculture, forestry and fishing",101.32,Gross Value Added
2019.75,Spain,"Agriculture, forestry and fishing",101.676,Gross Value Added
2020.0,Spain,"Agriculture, forestry and fishing",95.43,Gross Value Added
2020.25,Spain,"Agriculture, forestry and fishing",101.053,Gross Value Added
2020.5,Spain,"Agriculture, forestry and fishing",99.361,Gross Value Added
2020.75,Spain,"Agriculture, forestry and fishing",104.156,Gross Value Added
2021.0,Spain,"Agriculture, forestry and fishing",105.429,Gross Value Added
2021.25,Spain,"Agriculture, forestry and fishing",109.054,Gross Value Added
2021.5,Spain,"Agriculture, forestry and fishing",108.939,Gross Value Added
2021.75,Spain,"Agriculture, forestry and fishing",104.754,Gross Value Added
2022.0,Spain,"Agriculture, forestry and fishing",96.55,Gross Value Added
2022.25,Spain,"Agriculture, forestry and fishing",89.808,Gross Value Added
2022.5,Spain,"Agriculture, forestry and fishing",83.231,Gross Value Added
2022.75,Spain,"Agriculture, forestry and fishing",86.373,Gross Value Added
2023.0,Spain,"Agriculture, forestry and fishing",91.894,Gross Value Added
2023.25,Spain,"Agriculture, forestry and fishing",91.907,Gross Value Added
2023.5,Spain,"Agriculture, forestry and fishing",89.095,Gross Value Added
2023.75,Spain,"Agriculture, forestry and fishing",95.265,Gross Value Added
2024.0,Spain,"Agriculture, forestry and fishing",101.332,Gross Value Added
2024.25,Spain,"Agriculture, forestry and fishing",101.447,Gross Value Added
2024.5,Spain,"Agriculture, forestry and fishing",103.215,Gross Value Added
2024.75,Spain,"Agriculture, forestry and fishing",101.943,Gross Value Added
2025.0,Spain,"Agriculture, forestry and fishing",108.329,Gross Value Added
2025.25,Spain,"Agriculture, forestry and fishing",101.714,Gross Value Added
2025.5,Spain,"Agriculture, forestry and fishing",101.358,Gross Value Added
2025.75,Spain,"Agriculture, forestry and fishing",101.371,Gross Value Added
2026.0,Spain,"Agriculture, forestry and fishing",104.703,Gross Value Added
1997.0,European Union,"Agriculture, forestry and fishing",88.99,Gross Value Added
1997.25,European Union,"Agriculture, forestry and fishing",88.629,Gross Value Added
1997.5,European Union,"Agriculture, forestry and fishing",88.472,Gross Value Added
1997.75,European Union,"Agriculture, forestry and fishing",89.969,Gross Value Added
1998.0,European Union,"Agriculture, forestry and fishing",88.974,Gross Value Added
1998.25,European Union,"Agriculture, forestry and fishing",89.274,Gross Value Added
1998.5,European Union,"Agriculture, forestry and fishing",89.81,Gross Value Added
1998.75,European Union,"Agriculture, forestry and fishing",89.406,Gross Value Added
1999.0,European Union,"Agriculture, forestry and fishing",90.643,Gross Value Added
1999.25,European Union,"Agriculture, forestry and fishing",91.343,Gross Value Added
1999.5,European Union,"Agriculture, forestry and fishing",92.64,Gross Value Added
1999.75,European Union,"Agriculture, forestry and fishing",93.194,Gross Value Added
2000.0,European Union,"Agriculture, forestry and fishing",93.468,Gross Value Added
2000.25,European Union,"Agriculture, forestry and fishing",93.293,Gross Value Added
2000.5,European Union,"Agriculture, forestry and fishing",92.367,Gross Value Added
2000.75,European Union,"Agriculture, forestry and fishing",90.918,Gross Value Added
2001.0,European Union,"Agriculture, forestry and fishing",90.64,Gross Value Added
2001.25,European Union,"Agriculture, forestry and fishing",90.495,Gross Value Added
2001.5,European Union,"Agriculture, forestry and fishing",91.677,Gross Value Added
2001.75,European Union,"Agriculture, forestry and fishing",93.225,Gross Value Added
2002.0,European Union,"Agriculture, forestry and fishing",92.182,Gross Value Added
2002.25,European Union,"Agriculture, forestry and fishing",92.302,Gross Value Added
2002.5,European Union,"Agriculture, forestry and fishing",92.19,Gross Value Added
2002.75,European Union,"Agriculture, forestry and fishing",90.865,Gross Value Added
2003.0,European Union,"Agriculture, forestry and fishing",89.354,Gross Value Added
2003.25,European Union,"Agriculture, forestry and fishing",88.329,Gross Value Added
2003.5,European Union,"Agriculture, forestry and fishing",87.875,Gross Value Added
2003.75,European Union,"Agriculture, forestry and fishing",90.652,Gross Value Added
2004.0,European Union,"Agriculture, forestry and fishing",96.873,Gross Value Added
2004.25,European Union,"Agriculture, forestry and fishing",99.63,Gross Value Added
2004.5,European Union,"Agriculture, forestry and fishing",100.043,Gross Value Added
2004.75,European Union,"Agriculture, forestry and fishing",100.066,Gross Value Added
2005.0,European Union,"Agriculture, forestry and fishing",91.857,Gross Value Added
2005.25,European Union,"Agriculture, forestry and fishing",92.076,Gross Value Added
2005.5,European Union,"Agriculture, forestry and fishing",92.521,Gross Value Added
2005.75,European Union,"Agriculture, forestry and fishing",91.184,Gross Value Added
2006.0,European Union,"Agriculture, forestry and fishing",92.643,Gross Value Added
2006.25,European Union,"Agriculture, forestry and fishing",92.324,Gross Value Added
2006.5,European Union,"Agriculture, forestry and fishing",91.908,Gross Value Added
2006.75,European Union,"Agriculture, forestry and fishing",90.74,Gross Value Added
2007.0,European Union,"Agriculture, forestry and fishing",93.218,Gross Value Added
2007.25,European Union,"Agriculture, forestry and fishing",92.225,Gross Value Added
2007.5,European Union,"Agriculture, forestry and fishing",90.5,Gross Value Added
2007.75,European Union,"Agriculture, forestry and fishing",90.583,Gross Value Added
2008.0,European Union,"Agriculture, forestry and fishing",95.014,Gross Value Added
2008.25,European Union,"Agriculture, forestry and fishing",94.674,Gross Value Added
2008.5,European Union,"Agriculture, forestry and fishing",95.553,Gross Value Added
2008.75,European Union,"Agriculture, forestry and fishing",96.432,Gross Value Added
2009.0,European Union,"Agriculture, forestry and fishing",94.766,Gross Value Added
2009.25,European Union,"Agriculture, forestry and fishing",95.884,Gross Value Added
2009.5,European Union,"Agriculture, forestry and fishing",96.517,Gross Value Added
2009.75,European Union,"Agriculture, forestry and fishing",96.839,Gross Value Added
2010.0,European Union,"Agriculture, forestry and fishing",94.056,Gross Value Added
2010.25,European Union,"Agriculture, forestry and fishing",94.534,Gross Value Added
2010.5,European Union,"Agriculture, forestry and fishing",94.287,Gross Value Added
2010.75,European Union,"Agriculture, forestry and fishing",94.902,Gross Value Added
2011.0,European Union,"Agriculture, forestry and fishing",97.069,Gross Value Added
2011.25,European Union,"Agriculture, forestry and fishing",98.025,Gross Value Added
2011.5,European Union,"Agriculture, forestry and fishing",98.25,Gross Value Added
2011.75,European Union,"Agriculture, forestry and fishing",98.133,Gross Value Added
2012.0,European Union,"Agriculture, forestry and fishing",94.093,Gross Value Added
2012.25,European Union,"Agriculture, forestry and fishing",92.904,Gross Value Added
2012.5,European Union,"Agriculture, forestry and fishing",91.788,Gross Value Added
2012.75,European Union,"Agriculture, forestry and fishing",91.44,Gross Value Added
2013.0,European Union,"Agriculture, forestry and fishing",93.535,Gross Value Added
2013.25,European Union,"Agriculture, forestry and fishing",95.078,Gross Value Added
2013.5,European Union,"Agriculture, forestry and fishing",95.625,Gross Value Added
2013.75,European Union,"Agriculture, forestry and fishing",97.583,Gross Value Added
2014.0,European Union,"Agriculture, forestry and fishing",99.46,Gross Value Added
2014.25,European Union,"Agriculture, forestry and fishing",100.671,Gross Value Added
2014.5,European Union,"Agriculture, forestry and fishing",102.801,Gross Value Added
2014.75,European Union,"Agriculture, forestry and fishing",102.398,Gross Value Added
2015.0,European Union,"Agriculture, forestry and fishing",100.295,Gross Value Added
2015.25,European Union,"Agriculture, forestry and fishing",99.801,Gross Value Added
2015.5,European Union,"Agriculture, forestry and fishing",100.353,Gross Value Added
2015.75,European Union,"Agriculture, forestry and fishing",100.938,Gross Value Added
2016.0,European Union,"Agriculture, forestry and fishing",100.368,Gross Value Added
2016.25,European Union,"Agriculture, forestry and fishing",100.139,Gross Value Added
2016.5,European Union,"Agriculture, forestry and fishing",99.403,Gross Value Added
2016.75,European Union,"Agriculture, forestry and fishing",98.263,Gross Value Added
2017.0,European Union,"Agriculture, forestry and fishing",100.316,Gross Value Added
2017.25,European Union,"Agriculture, forestry and fishing",101.247,Gross Value Added
2017.5,European Union,"Agriculture, forestry and fishing",102.044,Gross Value Added
2017.75,European Union,"Agriculture, forestry and fishing",102.203,Gross Value Added
2018.0,European Union,"Agriculture, forestry and fishing",100.833,Gross Value Added
2018.25,European Union,"Agriculture, forestry and fishing",101.073,Gross Value Added
2018.5,European Union,"Agriculture, forestry and fishing",100.269,Gross Value Added
2018.75,European Union,"Agriculture, forestry and fishing",101.269,Gross Value Added
2019.0,European Union,"Agriculture, forestry and fishing",102.129,Gross Value Added
2019.25,European Union,"Agriculture, forestry and fishing",102.223,Gross Value Added
2019.5,European Union,"Agriculture, forestry and fishing",102.172,Gross Value Added
2019.75,European Union,"Agriculture, forestry and fishing",101.988,Gross Value Added
2020.0,European Union,"Agriculture, forestry and fishing",100.155,Gross Value Added
2020.25,European Union,"Agriculture, forestry and fishing",99.626,Gross Value Added
2020.5,European Union,"Agriculture, forestry and fishing",99.578,Gross Value Added
2020.75,European Union,"Agriculture, forestry and fishing",100.641,Gross Value Added
2021.0,European Union,"Agriculture, forestry and fishing",102.323,Gross Value Added
2021.25,European Union,"Agriculture, forestry and fishing",103.269,Gross Value Added
2021.5,European Union,"Agriculture, forestry and fishing",103.082,Gross Value Added
2021.75,European Union,"Agriculture, forestry and fishing",101.89,Gross Value Added
2022.0,European Union,"Agriculture, forestry and fishing",101.453,Gross Value Added
2022.25,European Union,"Agriculture, forestry and fishing",100.738,Gross Value Added
2022.5,European Union,"Agriculture, forestry and fishing",100.948,Gross Value Added
2022.75,European Union,"Agriculture, forestry and fishing",100.382,Gross Value Added
2023.0,European Union,"Agriculture, forestry and fishing",100.763,Gross Value Added
2023.25,European Union,"Agriculture, forestry and fishing",100.835,Gross Value Added
2023.5,European Union,"Agriculture, forestry and fishing",100.656,Gross Value Added
2023.75,European Union,"Agriculture, forestry and fishing",100.572,Gross Value Added
2024.0,European Union,"Agriculture, forestry and fishing",100.437,Gross Value Added
